"","FIPS","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"2814",51057,494440.725893455,0,294456.904281055,1257.92224354918,33870.3787298594,0,0,7091.82336273533,0,786.63489834555,6029.77592426899,38713.8590015168,0,0,0,0,1840.09806969664,334.563285399389,66120.9513598398
"2815",51059,279.878313845706,0,211.18153020294,0,0,0,0,132.659326489231,0,0,45.6341923551849,0,0,0,0,0,1.04158803692156,0.189379643076647,37.4277833668047
"2816",51061,287522.257060688,172641.002344031,38922.8906991593,2494.21772005821,22863.1876489004,7709.85669952208,2923.37859705684,14061.7208969528,4345.2004939845,24129.4295712207,246693.669907784,20601.0004007523,0,0,0,0,1070.03554218994,194.551916761808,38449.9985101911
"2818",51065,8968.20677700374,0,3551.3738492535,0,1826.44394026341,1223.16791480759,0,2230.89046897567,0,95.3496846479454,52140.915124277,415.749084313593,0,0,0,0,33.3758509661296,6.06833653929631,1199.30728403435
"2820",51069,134648.290631528,35993.9824864576,49795.8720469116,0,0,0,3040.53684798345,0,2341.88401362831,12738.1219334365,152062.255574836,5426.22517086078,0,0,0,0,501.103664612807,91.1097572023289,18006.3506286724
"2821",51071,1626.79269922817,18249.8186000807,0,0,0,0,0,2173.19791737985,0,3235.92992273965,65652.4222183828,0,0,0,0,0,6.05423046460654,1.10076917538301,217.548990819552
"2822",51073,154877.895156296,0,18725.0282861861,422.212798625871,1948.78355466535,0,0,2380.32088604509,0,595.935529049659,6936.09193742599,10231.3314904736,0,0,0,0,576.389647921497,104.798117803909,20711.630810425
"2823",51075,59068.3181371362,94810.2588194766,72782.9140874881,0,0,0,0,4022.54607565641,0,5297.86685325147,64464.0384664371,5485.67596284312,0,0,0,0,219.827155192294,39.9685736713265,7899.13367956413
"2825",51079,6739.30198037359,27749.3440447249,0,0,935.322850669228,0,0,1676.43821439489,0,3778.23125417484,51905.0879984045,0,0,0,0,0,25.0808153854631,4.56014825190241,901.238581507091
"2828",51085,347121.411066419,27552.0153759624,211837.949049049,1824.47214489701,27080.3245518552,5639.61144061528,0,10285.8775637308,1269.16940589762,8381.83321608345,85008.7427850929,40296.1646958162,0,0,0,0,1291.83824269227,234.879680489504,46420.1202188743
"2829",51087,54198.4354762209,0,34860.6842215281,0,0,673.009018830009,0,1227.47611956344,0,0,6270.22711143309,5618.77004356752,0,0,0,0,201.70352334986,36.6733678817928,7247.89024898173
"2831",51091,10550.5538906429,10039.0960232916,0,0,2148.70103903039,0,0,2624.50796489252,0,2181.12403632175,90848.9321964056,489.10370022729,0,0,0,0,39.2646738662578,7.13903161204691,1410.91262124894
"2832",51093,370679.701670524,9009.28703318734,182292.463279191,1533.35860671954,0,0,0,0,2671.27866256104,247.313244555608,15800.4174334564,28760.9764127482,0,0,0,46980.6121329502,1379.51217972007,250.820396312742,49570.5415041361
"2833",51095,2421.05176185689,0,0,0,0,0,0,602.249862734301,0,0,4855.26435619819,112.23537526463,0,0,0,0,9.01012485486177,1.63820451906579,323.764280331329
"2834",51097,352192.572881374,12573.5362921294,98046.3512269664,0,4618.28611718237,0,0,5640.95631664385,0,1991.35983934491,16788.5152874656,26165.878380235,0,0,0,0,1310.71094993126,238.311081805683,47098.2804636612
"2835",51099,115906.472576779,0,3478.22120794427,387.556425033314,0,0,0,2184.93768078598,0,771.322609989163,30870.8755004965,7317.53305850073,0,0,0,0,431.354589710386,78.4281072200704,15500.0303053337
"2836",51101,293847.273721674,9814.72262077772,148917.608779687,0,3604.96809890362,2414.24399363053,0,4403.24983182651,1360.64451034126,1010.11072173917,21927.2986448494,19874.5416846657,0,0,0,0,1093.57456383434,198.831738878972,39295.8352244613
"2837",51103,180242.567044347,4214.85422012069,31057.848165489,0,1548.12475014809,0,0,1890.94046291541,0,47.6748423239727,1720.15080048165,8996.78139038931,0,0,0,0,670.786167737606,121.961121406838,24103.6172475002
"2839",51107,175400.905446745,65870.776241278,54912.8876712273,1790.17274682644,8262.79833387247,0,0,10092.5068893413,2712.31484271604,25929.1548689507,177970.870991768,15658.1085917639,0,0,0,0,652.767562688893,118.685011397981,23456.1477850738
"2840",51109,54789.2119503635,11136.7367432829,46958.5004203069,0,3403.9521668223,2279.62379912758,0,4157.72106573267,1284.77387377148,4368.207427934,108161.417672221,8150.43550028521,0,0,0,0,203.902142097795,37.0731167450537,7326.89406170516
"2841",51111,17346.4886607674,0,45441.8061595971,0,0,2840.05206667803,0,4315.03389537476,0,3021.39313228177,77480.7710023399,4845.47608817382,0,0,0,0,64.5562524062208,11.7375004374947,2319.72463621408
"2842",51113,225637.196926623,50189.313595559,26834.8211968079,0,11533.6999023149,4147.11118311701,0,7563.76185166162,0,9695.87105763795,178081.848462766,17156.8756731916,0,0,0,0,839.725671396066,152.677394799285,30174.1853808596
"2843",51115,31754.2937931492,0,0,0,0,384.642263391983,0,701.534718968969,0,0,3190.60229121595,3600.9912403577,0,0,0,0,118.175974699027,21.4865408543687,4246.46273133924
"2845",51119,194633.909942293,0,87794.451034885,0,2013.31735799747,0,0,2459.14501177193,0,649.569726664128,9913.98740922755,11868.4754153084,0,0,0,0,724.344624596112,131.699022653839,26028.1538682213
"2846",51121,33741.6630533819,95692.071308009,14513.9139464716,0,2805.96855200769,0,1002.44568005225,4821.85625270783,1489.9977267881,24767.0805873038,196924.898226107,365.851027583664,0,0,0,0,125.572117751201,22.8312941365822,4512.23118306303
"2847",51125,20001.9701628398,357.658212132009,0,0,0,0,0,3381.55499368189,0,1346.81429565223,93429.1583971281,630.187098708086,0,0,0,0,74.4388250386606,13.5343318252111,2674.83891794764
"2848",51127,106288.687553399,0,43365.759820589,331.065048679441,1528.07807932578,0,939.726360983896,1866.45467066834,576.751580864136,658.892333939928,6671.92518771589,9200.71968410594,0,0,0,0,395.561284811607,71.9202336021107,14213.855719753
"2849",51131,257450.498397609,0,311390.706357163,0,5194.14733244809,29021.3876046902,0,0,1960.45786256711,2239.66556749156,-1293.23941761217,28031.6791973096,0,0,0,0,958.121247572878,174.203863195069,34428.5391365252
"2850",51133,496572.232485318,12621.3856349388,250296.788701643,1004.38037906047,3498.10746150291,0,0,5662.42331258651,1749.74064378792,68.5325858407108,6043.64810814384,31143.1475702636,0,0,0,0,1848.03063058783,336.005569197787,66405.9951199975
"2851",51135,45090.7286798253,38479.0904086851,14296.7792093974,0,2760.26180507558,1848.54492492685,0,3371.49233933378,0,4246.04064447882,89054.7964152581,3796.13807080373,0,0,0,0,167.808512648371,30.5106386633401,6029.92779858696
"2852",51137,169054.897912222,37880.9378814988,34879.6361312478,1184.02831049862,12219.2136082846,0,0,6675.22947272364,2062.70701963827,13581.3707070417,142518.193068938,13671.5138578234,0,0,0,0,629.150421941727,114.390985807587,22607.503987051
"2853",51139,133721.893412699,101420.76922302,8129.28750082094,0,17931.697918747,0,0,0,1577.99522739977,21614.5816386311,133797.213472947,1496.63820691365,0,0,0,0,497.656008210597,90.4829105837452,17882.4646657283
"2856",51145,31089.8160296938,4254.10563414398,13301.5332075464,338.531786680928,1562.54187642442,0,396.780349865904,1908.5501080246,0,1677.55851427479,30754.6316505468,5267.07208914146,0,0,0,0,115.703071101369,21.0369220184309,4157.60293566255
"2857",51147,9292.42648353385,7507.11329919856,4473.19217698111,0,2757.37837982031,1846.61389754669,700.188311599919,0,1040.73369097974,3855.70287295129,92407.2408516806,2604.52027341754,0,0,0,0,34.5824588058571,6.28771978288315,1242.66478741686
"2858",51149,156210.34916213,8221.11521143187,101308.787114427,0,0,6153.840596145,0,0,1139.71792311655,1302.03614053436,10334.9057768296,18002.3148204471,0,0,0,1480.95315085897,581.348474967274,105.699722721323,20889.8182490705
